rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
164,Tajikistan,TJK,150,149,0,AFC,2016-05-05
165,Dominica,DMA,149,137,-3,CONCACAF,2016-05-05
179,Seychelles,SEY,83,83,1,CAF,2016-05-05
165,Malta,MLT,149,149,1,UEFA,2016-05-05
168,Gambia,GAM,145,145,1,CAF,2016-05-05
169,Bermuda,BER,135,135,0,CONCACAF,2016-05-05
170,American Samoa,ASA,128,128,0,OFC,2016-05-05
170,Cook Islands,COK,128,128,0,OFC,2016-05-05
170,Samoa,SAM,128,128,0,OFC,2016-05-05
173,Liechtenstein,LIE,120,120,0,UEFA,2016-05-05
174,Malaysia,MAS,117,119,0,AFC,2016-05-05
175,Timor-Leste,TLS,110,110,0,AFC,2016-05-05
176,Laos,LAO,105,68,-6,AFC,2016-05-05
177,Yemen,YEM,102,98,1,AFC,2016-05-05
167,Myanmar,MYA,147,147,1,AFC,2016-05-05
103,Togo,TOG,334,334,0,CAF,2016-05-05
3,Chile,CHI,1353,1348,0,CONMEBOL,2016-05-05
101,Mozambique,MOZ,338,338,0,CAF,2016-05-05
27,Russia,RUS,821,821,0,UEFA,2016-05-05
29,USA,USA,810,810,0,CONCACAF,2016-05-05
29,Czech Republic,CZE,810,810,0,UEFA,2016-05-05
31,Republic of Ireland,IRL,792,792,0,UEFA,2016-05-05
32,Slovakia,SVK,784,784,0,UEFA,2016-05-05
33,Algeria,ALG,771,771,0,CAF,2016-05-05
34,Côte d'Ivoire,CIV,738,738,0,CAF,2016-05-05
35,Iceland,ISL,724,724,0,UEFA,2016-05-05
36,Sweden,SWE,713,713,0,UEFA,2016-05-05
37,Greece,GRE,695,695,0,UEFA,2016-05-05
38,Ghana,GHA,693,693,0,CAF,2016-05-05
39,Paraguay,PAR,688,690,0,CONMEBOL,2016-05-05
40,Scotland,SCO,687,687,0,UEFA,2016-05-05
41,Denmark,DEN,686,686,0,UEFA,2016-05-05
42,IR Iran,IRN,672,672,0,AFC,2016-05-05
43,Senegal,SEN,651,651,0,CAF,2016-05-05
44,Egypt,EGY,648,648,0,CAF,2016-05-05
45,Albania,ALB,632,632,0,UEFA,2016-05-05
46,Peru,PER,631,625,0,CONMEBOL,2016-05-05
47,Cape Verde Islands,CPV,620,620,0,CAF,2016-05-05
47,Tunisia,TUN,620,620,0,CAF,2016-05-05
27,Poland,POL,821,821,0,UEFA,2016-05-05
26,Northern Ireland,NIR,825,825,0,UEFA,2016-05-05
25,Costa Rica,CRC,829,826,0,CONCACAF,2016-05-05
24,Wales,WAL,839,839,0,UEFA,2016-05-05
102,Guinea-Bissau,GNB,336,336,0,CAF,2016-05-05
2,Belgium,BEL,1364,1352,0,UEFA,2016-05-05
4,Colombia,COL,1337,1337,0,CONMEBOL,2016-05-05
5,Germany,GER,1309,1309,0,UEFA,2016-05-05
6,Spain,ESP,1277,1277,0,UEFA,2016-05-05
7,Brazil,BRA,1261,1251,0,CONMEBOL,2016-05-05
8,Portugal,POR,1184,1184,0,UEFA,2016-05-05
9,Uruguay,URU,1158,1158,0,CONMEBOL,2016-05-05
10,England,ENG,1069,1069,0,UEFA,2016-05-05
11,Austria,AUT,1067,1067,0,UEFA,2016-05-05
49,Norway,NOR,605,605,0,UEFA,2016-05-05
12,Ecuador,ECU,1019,1019,0,CONMEBOL,2016-05-05
14,Switzerland,SUI,974,974,0,UEFA,2016-05-05
15,Italy,ITA,959,959,0,UEFA,2016-05-05
16,Mexico,MEX,938,934,0,CONCACAF,2016-05-05
17,Netherlands,NED,931,931,0,UEFA,2016-05-05
18,Hungary,HUN,925,925,0,UEFA,2016-05-05
19,Romania,ROU,920,922,0,UEFA,2016-05-05
20,Bosnia and Herzegovina,BIH,913,913,0,UEFA,2016-05-05
21,France,FRA,907,907,0,UEFA,2016-05-05
22,Ukraine,UKR,880,880,0,UEFA,2016-05-05
23,Croatia,CRO,856,856,0,UEFA,2016-05-05
13,Turkey,TUR,983,983,0,UEFA,2016-05-05
50,Australia,AUS,601,601,0,AFC,2016-05-05
1,Argentina,ARG,1532,1532,0,CONMEBOL,2016-05-05
52,Panama,PAN,593,593,0,CONCACAF,2016-05-05
79,Bolivia,BOL,440,440,0,CONMEBOL,2016-05-05
80,Cyprus,CYP,426,426,0,UEFA,2016-05-05
81,China PR,CHN,423,423,0,AFC,2016-05-05
82,Jordan,JOR,418,418,0,AFC,2016-05-05
83,Equatorial Guinea,EQG,416,416,0,CAF,2016-05-05
83,Qatar,QAT,416,416,0,AFC,2016-05-05
85,Antigua and Barbuda,ATG,413,413,0,CONCACAF,2016-05-05
86,Honduras,HON,406,403,0,CONCACAF,2016-05-05
87,Rwanda,RWA,401,401,0,CAF,2016-05-05
88,Gabon,GAB,395,395,0,CAF,2016-05-05
78,Zambia,ZAM,457,460,0,CAF,2016-05-05
89,Guatemala,GUA,389,387,0,CONCACAF,2016-05-05
91,Botswana,BOT,379,379,0,CAF,2016-05-05
92,St. Kitts and Nevis,SKN,368,368,0,CONCACAF,2016-05-05
93,Estonia,EST,366,366,0,UEFA,2016-05-05
94,Montenegro,MNE,365,365,0,UEFA,2016-05-05
95,Canada,CAN,357,357,0,CONCACAF,2016-05-05
96,Central African Republic,CTA,355,355,0,CAF,2016-05-05
97,El Salvador,SLV,347,347,-1,CONCACAF,2016-05-05
98,Oman,OMA,346,346,-1,AFC,2016-05-05
98,Chad,CHA,346,348,1,CAF,2016-05-05
51,Congo DR,COD,596,596,0,CAF,2016-05-05
90,Faroe Islands,FRO,383,383,0,UEFA,2016-05-05
77,Belarus,BLR,465,465,0,UEFA,2016-05-05
100,Kyrgyz Republic,KGZ,342,340,0,AFC,2016-05-05
75,Burkina Faso,BFA,469,469,0,CAF,2016-05-05
53,Trinidad and Tobago,TRI,592,592,0,CONCACAF,2016-05-05
54,Korea Republic,KOR,591,579,-2,AFC,2016-05-05
55,Jamaica,JAM,585,585,1,CONCACAF,2016-05-05
56,Serbia,SRB,581,581,1,UEFA,2016-05-05
57,Japan,JPN,577,577,0,AFC,2016-05-05
58,Guinea,GUI,570,570,0,CAF,2016-05-05
76,Israel,ISR,467,467,0,UEFA,2016-05-05
60,Saudi Arabia,KSA,559,559,0,AFC,2016-05-05
61,Slovenia,SVN,558,558,0,UEFA,2016-05-05
61,Finland,FIN,558,558,0,UEFA,2016-05-05
63,Cameroon,CMR,556,556,0,CAF,2016-05-05
59,Congo,CGO,562,562,0,CAF,2016-05-05
65,Mali,MLI,551,551,0,CAF,2016-05-05
64,Morocco,MAR,555,555,0,CAF,2016-05-05
73,Benin,BEN,489,489,0,CAF,2016-05-05
72,Uganda,UGA,491,491,0,CAF,2016-05-05
71,Haiti,HAI,502,502,0,CONCACAF,2016-05-05
74,Venezuela,VEN,476,476,0,CONMEBOL,2016-05-05
69,Bulgaria,BUL,508,508,0,UEFA,2016-05-05
68,United Arab Emirates,UAE,521,521,0,AFC,2016-05-05
67,Nigeria,NGA,540,534,0,CAF,2016-05-05
66,Uzbekistan,UZB,549,549,0,AFC,2016-05-05
70,South Africa,RSA,507,507,0,CAF,2016-05-05
130,Bahrain,BHR,271,271,0,AFC,2016-06-02
132,Burundi,BDI,269,290,10,CAF,2016-06-02
133,Vietnam,VIE,266,228,-12,AFC,2016-06-02
134,Turkmenistan,TKM,264,277,7,AFC,2016-06-02
135,Namibia,NAM,263,267,0,CAF,2016-06-02
136,Tanzania,TAN,261,274,7,CAF,2016-06-02
137,Georgia,GEO,260,289,14,UEFA,2016-06-02
138,Azerbaijan,AZE,252,269,5,UEFA,2016-06-02
139,FYR Macedonia,MKD,250,235,-2,UEFA,2016-06-02
151,Lebanon,LIB,199,176,-7,AFC,2016-06-02
141,Kuwait,KUW,241,244,1,AFC,2016-06-02
142,Mauritius,MRI,239,185,-12,CAF,2016-06-02
143,Hong Kong,HKG,233,234,0,AFC,2016-06-02
143,Aruba,ARU,233,259,7,CONCACAF,2016-06-02
145,St. Lucia,LCA,225,247,6,CONCACAF,2016-06-02
146,Luxembourg,LUX,221,221,0,UEFA,2016-06-02
147,New Zealand,NZL,220,163,-14,OFC,2016-06-02
148,St. Vincent / Grenadines,VIN,211,235,7,CONCACAF,2016-06-02
149,Singapore,SGP,207,202,1,AFC,2016-06-02
150,Grenada,GRN,203,179,-7,CONCACAF,2016-06-02
140,Barbados,BRB,245,231,-4,CONCACAF,2016-06-02
130,Guyana,GUY,271,270,-2,CONCACAF,2016-06-02
117,Thailand,THA,302,297,-2,AFC,2016-06-02
128,Sudan,SDN,278,276,0,CAF,2016-06-02
152,Sao Tome e Principe,STP,197,197,2,CAF,2016-06-02
106,Chad,CHA,326,346,8,CAF,2016-06-02
107,Malawi,MWI,320,326,1,CAF,2016-06-02
108,Sierra Leone,SLE,317,298,-10,CAF,2016-06-02
108,Madagascar,MAD,317,257,-29,CAF,2016-06-02
110,Armenia,ARM,315,316,0,UEFA,2016-06-02
111,Kyrgyz Republic,KGZ,313,342,11,AFC,2016-06-02
112,Kazakhstan,KAZ,312,300,-5,UEFA,2016-06-02
113,Palestine,PLE,311,271,-17,AFC,2016-06-02
114,Belize,BLZ,307,307,0,CONCACAF,2016-06-02
129,Kenya,KEN,276,303,13,CAF,2016-06-02
115,Guinea-Bissau,GNB,303,336,13,CAF,2016-06-02
117,Niger,NIG,302,296,-3,CAF,2016-06-02
117,Swaziland,SWZ,302,269,-16,CAF,2016-06-02
120,Philippines,PHI,299,304,5,AFC,2016-06-02
121,Mauritania,MTN,294,321,12,CAF,2016-06-02
122,Libya,LBY,293,314,10,CAF,2016-06-02
123,Angola,ANG,292,291,2,CAF,2016-06-02
123,Liberia,LBR,292,322,15,CAF,2016-06-02
125,Ethiopia,ETH,288,289,2,CAF,2016-06-02
126,Cuba,CUB,285,285,1,CONCACAF,2016-06-02
127,Lithuania,LTU,282,254,-11,UEFA,2016-06-02
115,Zimbabwe,ZIM,303,280,-11,CAF,2016-06-02
105,Nicaragua,NCA,329,329,0,CONCACAF,2016-06-02
176,Solomon Islands,SOL,110,46,-16,OFC,2016-06-02
154,Curacao,CUW,191,191,2,CONCACAF,2016-06-02
182,Nepal,NEP,77,77,2,AFC,2016-06-02
183,New Caledonia,NCL,74,53,-8,OFC,2016-06-02
184,Cambodia,CAM,73,68,1,AFC,2016-06-02
185,Vanuatu,VAN,72,72,4,OFC,2016-06-02
186,Fiji,FIJ,68,68,3,OFC,2016-06-02
187,Indonesia,IDN,65,65,2,AFC,2016-06-02
188,Bhutan,BHU,64,64,2,AFC,2016-06-02
189,Sri Lanka,SRI,58,58,2,AFC,2016-06-02
190,Suriname,SUR,57,57,2,CONCACAF,2016-06-02
191,Chinese Taipei,TPE,56,70,9,AFC,2016-06-02
192,Pakistan,PAK,54,54,2,AFC,2016-06-02
193,Papua New Guinea,PNG,51,30,-5,OFC,2016-06-02
194,US Virgin Islands,VIR,44,44,1,CONCACAF,2016-06-02
194,Montserrat,MSR,44,57,6,CONCACAF,2016-06-02
196,Macau,MAC,42,42,2,AFC,2016-06-02
197,Brunei Darussalam,BRU,37,37,2,AFC,2016-06-02
198,Turks and Caicos Islands,TCA,33,33,1,CONCACAF,2016-06-02
199,Cayman Islands,CAY,21,21,0,CONCACAF,2016-06-02
200,San Marino,SMR,20,20,0,UEFA,2016-06-02
201,British Virgin Islands,VGB,16,14,0,CONCACAF,2016-06-02
104,Latvia,LVA,330,323,-3,UEFA,2016-06-02
181,Bangladesh,BAN,93,87,3,AFC,2016-06-02
180,Seychelles,SEY,94,83,1,CAF,2016-06-02
179,Tahiti,TAH,96,35,-17,OFC,2016-06-02
178,Yemen,YEM,102,102,1,AFC,2016-06-02
155,Lesotho,LES,185,202,7,CAF,2016-06-02
156,Afghanistan,AFG,184,211,9,AFC,2016-06-02
157,South Sudan,SSD,174,182,2,CAF,2016-06-02
158,Puerto Rico,PUR,167,191,6,CONCACAF,2016-06-02
159,Moldova,MDA,165,181,3,UEFA,2016-06-02
160,Guam,GUM,164,151,-2,AFC,2016-06-02
161,Myanmar,MYA,161,147,-6,AFC,2016-06-02
162,Comoros,COM,158,166,3,CAF,2016-06-02
163,India,IND,151,151,1,AFC,2016-06-02
164,Tajikistan,TJK,150,150,0,AFC,2016-06-02
153,Dominican Republic,DOM,193,193,2,CONCACAF,2016-06-02
165,Gambia,GAM,145,145,-3,CAF,2016-06-02
167,Bermuda,BER,135,135,-2,CONCACAF,2016-06-02
168,Liechtenstein,LIE,128,120,-5,UEFA,2016-06-02
168,American Samoa,ASA,128,128,-2,OFC,2016-06-02
168,Cook Islands,COK,128,128,-2,OFC,2016-06-02
168,Samoa,SAM,128,128,-2,OFC,2016-06-02
172,Dominica,DMA,124,149,7,CONCACAF,2016-06-02
173,Malaysia,MAS,116,117,-1,AFC,2016-06-02
174,Laos,LAO,115,105,-2,AFC,2016-06-02
174,Maldives,MDV,115,165,14,AFC,2016-06-02
177,Timor-Leste,TLS,106,110,2,AFC,2016-06-02
166,Malta,MLT,141,149,1,UEFA,2016-06-02
103,Rwanda,RWA,332,401,16,CAF,2016-06-02
53,Japan,JPN,581,577,-4,AFC,2016-06-02
101,Syria,SYR,336,316,-9,AFC,2016-06-02
29,Russia,RUS,828,821,2,UEFA,2016-06-02
30,Czech Republic,CZE,815,810,1,UEFA,2016-06-02
31,USA,USA,803,810,2,CONCACAF,2016-06-02
32,Algeria,ALG,786,771,-1,CAF,2016-06-02
33,Republic of Ireland,IRL,768,792,2,UEFA,2016-06-02
34,Iceland,ISL,751,724,-1,UEFA,2016-06-02
35,Sweden,SWE,735,713,-1,UEFA,2016-06-02
36,Côte d'Ivoire,CIV,732,738,2,CAF,2016-06-02
37,Ghana,GHA,728,693,-1,CAF,2016-06-02
38,Denmark,DEN,697,686,-3,UEFA,2016-06-02
39,IR Iran,IRN,688,672,-3,AFC,2016-06-02
40,Greece,GRE,678,695,3,UEFA,2016-06-02
41,Senegal,SEN,677,651,-2,CAF,2016-06-02
42,Albania,ALB,667,632,-3,UEFA,2016-06-02
43,Scotland,SCO,659,687,3,UEFA,2016-06-02
44,Paraguay,PAR,638,688,5,CONMEBOL,2016-06-02
45,Egypt,EGY,631,648,1,CAF,2016-06-02
46,Jamaica,JAM,630,585,-9,CONCACAF,2016-06-02
47,Tunisia,TUN,629,620,0,CAF,2016-06-02
48,Peru,PER,623,631,2,CONMEBOL,2016-06-02
49,Cape Verde Islands,CPV,620,620,2,CAF,2016-06-02
27,Poland,POL,842,821,0,UEFA,2016-06-02
27,Croatia,CRO,842,856,4,UEFA,2016-06-02
26,Wales,WAL,846,839,2,UEFA,2016-06-02
25,Northern Ireland,NIR,851,825,-1,UEFA,2016-06-02
3,Colombia,COL,1328,1337,-1,CONMEBOL,2016-06-02
4,Germany,GER,1310,1309,-1,UEFA,2016-06-02
5,Chile,CHI,1293,1353,2,CONMEBOL,2016-06-02
6,Spain,ESP,1267,1277,0,UEFA,2016-06-02
7,Brazil,BRA,1257,1261,0,CONMEBOL,2016-06-02
8,Portugal,POR,1181,1184,0,UEFA,2016-06-02
9,Uruguay,URU,1150,1158,0,CONMEBOL,2016-06-02
10,Austria,AUT,1077,1067,-1,UEFA,2016-06-02
11,England,ENG,1069,1069,1,UEFA,2016-06-02
12,Italy,ITA,982,959,-3,UEFA,2016-06-02
50,Korea Republic,KOR,603,591,-4,AFC,2016-06-02
13,Ecuador,ECU,978,1019,1,CONMEBOL,2016-06-02
15,Switzerland,SUI,948,974,1,UEFA,2016-06-02
16,Mexico,MEX,942,938,0,CONCACAF,2016-06-02
17,France,FRA,925,907,-4,UEFA,2016-06-02
18,Turkey,TUR,919,983,5,UEFA,2016-06-02
19,Ukraine,UKR,894,880,-3,UEFA,2016-06-02
20,Hungary,HUN,886,925,2,UEFA,2016-06-02
20,Bosnia and Herzegovina,BIH,886,913,0,UEFA,2016-06-02
22,Romania,ROU,878,920,3,UEFA,2016-06-02
23,Costa Rica,CRC,853,829,-2,CONCACAF,2016-06-02
24,Slovakia,SVK,852,784,-8,UEFA,2016-06-02
14,Netherlands,NED,959,931,-3,UEFA,2016-06-02
102,Iraq,IRQ,334,333,-2,AFC,2016-06-02
51,Norway,NOR,593,605,2,UEFA,2016-06-02
202,Andorra,AND,11,5,0,UEFA,2016-06-02
80,Jordan,JOR,434,418,-2,AFC,2016-06-02
81,China PR,CHN,423,423,0,AFC,2016-06-02
82,Bolivia,BOL,420,440,3,CONMEBOL,2016-06-02
83,Antigua and Barbuda,ATG,413,413,-2,CONCACAF,2016-06-02
84,Cyprus,CYP,407,426,4,UEFA,2016-06-02
84,Qatar,QAT,407,416,1,AFC,2016-06-02
86,Honduras,HON,393,406,0,CONCACAF,2016-06-02
87,Botswana,BOT,391,379,-4,CAF,2016-06-02
88,Gabon,GAB,388,395,0,CAF,2016-06-02
89,Faroe Islands,FRO,383,383,-1,UEFA,2016-06-02
90,Montenegro,MNE,382,365,-4,UEFA,2016-06-02
91,Guatemala,GUA,378,389,2,CONCACAF,2016-06-02
92,St. Kitts and Nevis,SKN,374,368,0,CONCACAF,2016-06-02
93,Canada,CAN,363,357,-2,CONCACAF,2016-06-02
94,Estonia,EST,360,366,1,UEFA,2016-06-02
95,Togo,TOG,358,334,-8,CAF,2016-06-02
96,Central African Republic,CTA,351,355,0,CAF,2016-06-02
97,Mozambique,MOZ,349,338,-4,CAF,2016-06-02
98,Korea DPR,PRK,348,314,-14,AFC,2016-06-02
99,El Salvador,SLV,342,347,2,CONCACAF,2016-06-02
100,Oman,OMA,338,346,2,AFC,2016-06-02
79,Zambia,ZAM,436,457,1,CAF,2016-06-02
78,Belarus,BLR,442,465,1,UEFA,2016-06-02
77,Venezuela,VEN,456,476,3,CONMEBOL,2016-06-02
76,Equatorial Guinea,EQG,466,416,-7,CAF,2016-06-02
54,Serbia,SRB,576,581,-2,UEFA,2016-06-02
55,Guinea,GUI,573,570,-3,CAF,2016-06-02
56,Panama,PAN,572,593,4,CONCACAF,2016-06-02
57,Slovenia,SVN,567,558,-4,UEFA,2016-06-02
58,Cameroon,CMR,566,556,-5,CAF,2016-06-02
59,Australia,AUS,563,601,9,AFC,2016-06-02
60,Congo,CGO,560,562,1,CAF,2016-06-02
61,Nigeria,NGA,559,540,-6,CAF,2016-06-02
62,Morocco,MAR,555,555,-2,CAF,2016-06-02
63,Mali,MLI,554,551,-2,CAF,2016-06-02
52,Congo DR,COD,589,596,1,CAF,2016-06-02
64,Trinidad and Tobago,TRI,550,592,11,CONCACAF,2016-06-02
66,Uzbekistan,UZB,544,549,0,AFC,2016-06-02
67,Finland,FIN,536,558,6,UEFA,2016-06-02
68,South Africa,RSA,529,507,-2,CAF,2016-06-02
69,Bulgaria,BUL,518,508,0,UEFA,2016-06-02
70,United Arab Emirates,UAE,517,521,2,AFC,2016-06-02
71,Israel,ISR,513,467,-5,UEFA,2016-06-02
72,Uganda,UGA,500,491,0,CAF,2016-06-02
73,Burkina Faso,BFA,479,469,-2,CAF,2016-06-02
74,Haiti,HAI,478,502,3,CONCACAF,2016-06-02
75,Benin,BEN,473,489,2,CAF,2016-06-02
65,Saudi Arabia,KSA,545,559,5,AFC,2016-06-02
203,Mongolia,MNG,4,4,0,AFC,2016-06-02
1,Argentina,ARG,1503,1532,0,CONMEBOL,2016-06-02
2,Belgium,BEL,1384,1364,0,UEFA,2016-06-02
72,Belarus,BLR,507,442,-6,UEFA,2016-07-14
70,Nigeria,NGA,514,559,9,CAF,2016-07-14
70,Congo,CGO,514,560,10,CAF,2016-07-14
69,Uganda,UGA,522,500,-3,CAF,2016-07-14
68,Benin,BEN,525,473,-7,CAF,2016-07-14
67,South Africa,RSA,530,529,-1,CAF,2016-07-14
65,Finland,FIN,540,536,-2,UEFA,2016-07-14
65,Saudi Arabia,KSA,540,545,0,AFC,2016-07-14
64,Slovenia,SVN,542,567,7,UEFA,2016-07-14
63,Guinea,GUI,544,573,8,CAF,2016-07-14
73,Burkina Faso,BFA,487,479,0,CAF,2016-07-14
204,British Virgin Islands,VGB,11,16,3,CONCACAF,2016-07-14
59,Congo DR,COD,555,589,7,CAF,2016-07-14
59,Australia,AUS,555,563,0,AFC,2016-07-14
58,Trinidad and Tobago,TRI,558,550,-6,CONCACAF,2016-07-14
57,Japan,JPN,564,581,4,AFC,2016-07-14
56,Uzbekistan,UZB,569,544,-10,AFC,2016-07-14
55,Jamaica,JAM,573,630,9,CONCACAF,2016-07-14
54,Morocco,MAR,574,555,-8,CAF,2016-07-14
53,Cameroon,CMR,575,566,-5,CAF,2016-07-14
52,Greece,GRE,579,678,12,UEFA,2016-07-14
51,Panama,PAN,580,572,-5,CONCACAF,2016-07-14
61,Mali,MLI,546,554,-2,CAF,2016-07-14
62,Cape Verde Islands,CPV,545,620,13,CAF,2016-07-14
74,United Arab Emirates,UAE,484,517,4,AFC,2016-07-14
76,Israel,ISR,471,513,5,UEFA,2016-07-14
98,Gabon,GAB,355,388,10,CAF,2016-07-14
97,Kazakhstan,KAZ,359,312,-15,UEFA,2016-07-14
96,Mozambique,MOZ,362,349,-1,CAF,2016-07-14
95,Montenegro,MNE,365,382,5,UEFA,2016-07-14
93,New Zealand,NZL,366,220,-54,OFC,2016-07-14
93,Libya,LBY,366,293,-29,CAF,2016-07-14
92,Liberia,LBR,370,292,-31,CAF,2016-07-14
90,Guatemala,GUA,376,378,-1,CONCACAF,2016-07-14
90,Sierra Leone,SLE,376,317,-18,CAF,2016-07-14
89,Botswana,BOT,378,391,2,CAF,2016-07-14
75,Guinea-Bissau,GNB,482,303,-40,CAF,2016-07-14
88,Zambia,ZAM,385,436,9,CAF,2016-07-14
86,Central African Republic,CTA,386,351,-10,CAF,2016-07-14
85,Cyprus,CYP,387,407,1,UEFA,2016-07-14
84,Equatorial Guinea,EQG,389,466,8,CAF,2016-07-14
83,Antigua and Barbuda,ATG,393,413,0,CONCACAF,2016-07-14
82,Honduras,HON,398,393,-4,CONCACAF,2016-07-14
81,China PR,CHN,422,423,0,AFC,2016-07-14
80,St. Kitts and Nevis,SKN,423,374,-12,CONCACAF,2016-07-14
79,Qatar,QAT,425,407,-5,AFC,2016-07-14
78,Jordan,JOR,438,434,-2,AFC,2016-07-14
77,Bulgaria,BUL,446,518,8,UEFA,2016-07-14
86,Kenya,KEN,386,276,-43,CAF,2016-07-14
50,Scotland,SCO,584,659,7,UEFA,2016-07-14
49,Norway,NOR,588,593,-2,UEFA,2016-07-14
48,Korea Republic,KOR,592,603,-2,AFC,2016-07-14
21,Austria,AUT,875,1077,11,UEFA,2016-07-14
19,Hungary,HUN,915,886,-1,UEFA,2016-07-14
19,Turkey,TUR,915,919,1,UEFA,2016-07-14
18,Switzerland,SUI,957,948,3,UEFA,2016-07-14
17,Ecuador,ECU,1002,978,4,CONMEBOL,2016-07-14
16,Poland,POL,1011,842,-11,UEFA,2016-07-14
15,Croatia,CRO,1022,842,-12,UEFA,2016-07-14
14,Mexico,MEX,1044,942,-2,CONCACAF,2016-07-14
13,England,ENG,1107,1069,2,UEFA,2016-07-14
12,Uruguay,URU,1130,1150,3,CONMEBOL,2016-07-14
11,Wales,WAL,1137,846,-15,UEFA,2016-07-14
10,Italy,ITA,1155,982,-2,UEFA,2016-07-14
9,Brazil,BRA,1156,1257,2,CONMEBOL,2016-07-14
8,Spain,ESP,1165,1267,2,UEFA,2016-07-14
7,France,FRA,1189,925,-10,UEFA,2016-07-14
6,Portugal,POR,1266,1181,-2,UEFA,2016-07-14
5,Chile,CHI,1316,1293,0,CONMEBOL,2016-07-14
4,Germany,GER,1319,1310,0,UEFA,2016-07-14
3,Colombia,COL,1331,1328,0,CONMEBOL,2016-07-14
2,Belgium,BEL,1401,1384,0,UEFA,2016-07-14
1,Argentina,ARG,1585,1503,0,CONMEBOL,2016-07-14
22,Iceland,ISL,871,751,-12,UEFA,2016-07-14
23,Slovakia,SVK,867,852,-1,UEFA,2016-07-14
24,Romania,ROU,856,878,2,UEFA,2016-07-14
25,USA,USA,855,803,-6,CONCACAF,2016-07-14
47,Serbia,SRB,612,576,-7,UEFA,2016-07-14
46,Venezuela,VEN,621,456,-31,CONMEBOL,2016-07-14
45,Tunisia,TUN,627,629,-2,CAF,2016-07-14
44,Denmark,DEN,630,697,6,UEFA,2016-07-14
43,Egypt,EGY,632,631,-2,CAF,2016-07-14
42,Paraguay,PAR,636,638,-2,CONMEBOL,2016-07-14
41,Senegal,SEN,651,677,0,CAF,2016-07-14
40,Sweden,SWE,656,735,5,UEFA,2016-07-14
39,IR Iran,IRN,674,688,0,AFC,2016-07-14
38,Russia,RUS,728,828,9,UEFA,2016-07-14
99,Iraq,IRQ,354,334,-3,AFC,2016-07-14
37,Albania,ALB,739,667,-5,UEFA,2016-07-14
35,Côte d'Ivoire,CIV,751,732,-1,CAF,2016-07-14
34,Peru,PER,765,623,-14,CONMEBOL,2016-07-14
33,Czech Republic,CZE,768,815,3,UEFA,2016-07-14
32,Algeria,ALG,781,786,0,CAF,2016-07-14
31,Republic of Ireland,IRL,800,768,-2,UEFA,2016-07-14
30,Ukraine,UKR,801,894,11,UEFA,2016-07-14
29,Bosnia and Herzegovina,BIH,813,886,9,UEFA,2016-07-14
28,Northern Ireland,NIR,822,851,3,UEFA,2016-07-14
27,Costa Rica,CRC,840,853,4,CONCACAF,2016-07-14
26,Netherlands,NED,848,959,12,UEFA,2016-07-14
36,Ghana,GHA,749,728,-1,CAF,2016-07-14
100,Canada,CAN,350,363,7,CONCACAF,2016-07-14
100,Haiti,HAI,350,478,26,CONCACAF,2016-07-14
102,Armenia,ARM,348,315,-8,UEFA,2016-07-14
176,Malta,MLT,109,141,10,UEFA,2016-07-14
175,Tahiti,TAH,114,96,-4,OFC,2016-07-14
174,Maldives,MDV,115,115,0,AFC,2016-07-14
173,Dominica,DMA,117,124,1,CONCACAF,2016-07-14
172,Guam,GUM,120,164,12,AFC,2016-07-14
171,St. Lucia,LCA,121,225,26,CONCACAF,2016-07-14
170,Suriname,SUR,123,57,-20,CONCACAF,2016-07-14
168,Cook Islands,COK,128,128,0,OFC,2016-07-14
168,American Samoa,ASA,128,128,0,OFC,2016-07-14
167,Malaysia,MAS,149,116,-6,AFC,2016-07-14
166,Moldova,MDA,151,165,7,UEFA,2016-07-14
164,Belize,BLZ,152,307,50,CONCACAF,2016-07-14
164,Papua New Guinea,PNG,152,51,-29,OFC,2016-07-14
163,Gambia,GAM,154,145,-2,CAF,2016-07-14
162,Yemen,YEM,160,102,-16,AFC,2016-07-14
161,New Caledonia,NCL,162,74,-22,OFC,2016-07-14
160,Myanmar,MYA,167,161,-1,AFC,2016-07-14
159,Grenada,GRN,171,203,9,CONCACAF,2016-07-14
158,Singapore,SGP,175,207,9,AFC,2016-07-14
156,St. Vincent / Grenadines,VIN,182,211,8,CONCACAF,2016-07-14
156,Barbados,BRB,182,245,16,CONCACAF,2016-07-14
177,Laos,LAO,107,115,3,AFC,2016-07-14
178,Samoa,SAM,106,128,10,OFC,2016-07-14
179,Vanuatu,VAN,103,72,-6,OFC,2016-07-14
180,Cambodia,CAM,95,73,-4,AFC,2016-07-14
202,Mongolia,MNG,13,4,-1,AFC,2016-07-14
200,Turks and Caicos Islands,TCA,20,33,2,CONCACAF,2016-07-14
200,San Marino,SMR,20,20,0,UEFA,2016-07-14
199,Cayman Islands,CAY,21,21,0,CONCACAF,2016-07-14
198,Brunei Darussalam,BRU,33,37,1,AFC,2016-07-14
196,Montserrat,MSR,44,44,2,CONCACAF,2016-07-14
196,US Virgin Islands,VIR,44,44,2,CONCACAF,2016-07-14
195,Macau,MAC,50,42,-1,AFC,2016-07-14
194,Pakistan,PAK,54,54,2,AFC,2016-07-14
193,Sri Lanka,SRI,58,58,4,AFC,2016-07-14
155,Comoros,COM,191,158,-7,CAF,2016-07-14
