sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,firmid,postevent,NJ,emp
211,1,0,1,1,0,0,0,0,0,2,3,28,4,4.5,13,,0,80,2,7,15,1.02,0.95,0.95,3,3,1,1,111692,,2,35,4,5.05,4,,0,2,7,15,,0.9,,3,2,172,0,1,31
211,1,0,1,1,0,0,0,0,0,2,3,28,4,4.5,13,,0,80,2,7,15,1.02,0.95,0.95,3,3,1,1,111692,,2,35,4,5.05,4,,0,2,7,15,,0.9,,3,2,172,1,1,37
212,1,0,1,1,0,0,0,0,0,0,11,17.5,3,4.5,13,0.17,0,95,1,7,16,1.06,0.88,0.84,3,2,1,1,111092,,20,15,3,5.05,4,0.53,1,2,7,16,1.05,0.94,0.89,2,2,173,0,1,28.5
212,1,0,1,1,0,0,0,0,0,0,11,17.5,3,4.5,13,0.17,0,95,1,7,16,1.06,0.88,0.84,3,2,1,1,111092,,20,15,3,5.05,4,0.53,1,2,7,16,1.05,0.94,0.89,2,2,173,1,1,35
213,1,1,1,1,0,0,0,0,0,1,4.5,20,4,4.55,4,0.15,0,50,2,6.5,17.5,0.96,0.93,0.93,4,3,2,1,121892,2,12,17.5,4,5.05,19,0.15,1,2,6.5,17.5,1.05,0.94,0.94,4,3,174,0,1,24.5
213,1,1,1,1,0,0,0,0,0,1,4.5,20,4,4.55,4,0.15,0,50,2,6.5,17.5,0.96,0.93,0.93,4,3,2,1,121892,2,12,17.5,4,5.05,19,0.15,1,2,6.5,17.5,1.05,0.94,0.94,4,3,174,1,1,29.5
214,1,0,1,1,0,0,0,0,0,0,2,30,3,4.62,6.5,0.25,0,75,2,7,16,1.02,0.89,0.91,2,2,1,1,111892,1,0,35,5,5.05,,,0,2,6.75,16.25,1.04,0.93,0.96,3,2,175,0,1,32
214,1,0,1,1,0,0,0,0,0,0,2,30,3,4.62,6.5,0.25,0,75,2,7,16,1.02,0.89,0.91,2,2,1,1,111892,1,0,35,5,5.05,,,0,2,6.75,16.25,1.04,0.93,0.96,3,2,175,1,1,35
215,1,0,1,1,0,0,0,0,0,0,10,10,3,4.5,13,0.2,0,100,2,7,16,1.06,0.89,0.91,3,3,1,1,111092,,20,10,3,5.05,26,0.15,0,3,7,16,0.93,0.84,0.93,3,3,176,0,1,20
215,1,0,1,1,0,0,0,0,0,0,10,10,3,4.5,13,0.2,0,100,2,7,16,1.06,0.89,0.91,3,3,1,1,111092,,20,10,3,5.05,26,0.15,0,3,7,16,0.93,0.84,0.93,3,3,176,1,1,30
216,2,0,1,1,0,0,0,0,0,0,2,11,3,4.25,13,0.15,0,100,1,11,10.5,1.06,0.95,2.77,4,3,1,1,111192,,2,18,3,5.05,13,0.2,0,2,11,10.5,1.05,0.94,2.75,5,3,177,0,1,13
216,2,0,1,1,0,0,0,0,0,0,2,11,3,4.25,13,0.15,0,100,1,11,10.5,1.06,0.95,2.77,4,3,1,1,111192,,2,18,3,5.05,13,0.2,0,2,11,10.5,1.05,0.94,2.75,5,3,177,1,1,20
217,2,1,1,1,0,0,0,0,0,0,2,13,2,4.25,13,0.17,0,73,1,11,10,0.95,0.74,2.19,4,3,1,1,111192,,0,12,3,5.05,26,0.2,0,1,10.5,10.5,0.94,0.73,2.32,4,4,178,0,1,15
217,2,1,1,1,0,0,0,0,0,0,2,13,2,4.25,13,0.17,0,73,1,11,10,0.95,0.74,2.19,4,3,1,1,111192,,0,12,3,5.05,26,0.2,0,1,10.5,10.5,0.94,0.73,2.32,4,4,178,1,1,12
218,2,1,1,1,0,0,0,0,0,0,7,4,2,4.35,26,0.25,0,5,1,11,10,0.85,0.74,2.34,3,2,1,1,111192,,5,3,3,5.05,26,0.25,0,1,11,11,0.95,0.73,2.19,3,3,179,0,1,11
218,2,1,1,1,0,0,0,0,0,0,7,4,2,4.35,26,0.25,0,5,1,11,10,0.85,0.74,2.34,3,2,1,1,111192,,5,3,3,5.05,26,0.25,0,1,11,11,0.95,0.73,2.19,3,3,179,1,1,8
219,2,1,1,1,0,0,0,0,0,0,3,9,3,4.25,19,0.12,0,50,2,11,10,0.91,0.74,2.34,4,3,1,1,111192,,9,9,2,5.05,26,0.18,0,1,10.5,10.5,0.94,0.73,2.53,,,180,0,1,12
219,2,1,1,1,0,0,0,0,0,0,3,9,3,4.25,19,0.12,0,50,2,11,10,0.91,0.74,2.34,4,3,1,1,111192,,9,9,2,5.05,26,0.18,0,1,10.5,10.5,0.94,0.73,2.53,,,180,1,1,18
220,2,0,1,1,0,0,0,0,0,4,3,15,2,4.25,13,0.25,0,50,2,11,10,1.06,0.95,2.77,5,3,1,1,111492,1,3,12,3,5.05,13,0.13,0,1,11,10,1.09,0.9,2.75,4,3,181,0,1,18
220,2,0,1,1,0,0,0,0,0,4,3,15,2,4.25,13,0.25,0,50,2,11,10,1.06,0.95,2.77,5,3,1,1,111492,1,3,12,3,5.05,13,0.13,0,1,11,10,1.09,0.9,2.75,4,3,181,1,1,15
221,2,0,1,1,0,0,0,0,0,0,1,28,3,4.6,13,0.25,0,95,1,11,11,1.02,0.95,2.56,4,3,1,1,111192,,1,15,3,5.05,13,0.15,0,1,11,11,1.05,0.94,2.53,4,3,182,0,1,29
221,2,0,1,1,0,0,0,0,0,0,1,28,3,4.6,13,0.25,0,95,1,11,11,1.02,0.95,2.56,4,3,1,1,111192,,1,15,3,5.05,13,0.15,0,1,11,11,1.05,0.94,2.53,4,3,182,1,1,16
222,3,1,1,1,0,0,0,0,0,3,2,24,3,4.25,13,0.25,0,75,2,9,12.5,1.12,0.85,1.06,3,1,1,1,111192,,2,15,3,5.05,26,0.2,0,2,10,11.5,1.01,1.01,0.89,3,1,183,0,1,26
222,3,1,1,1,0,0,0,0,0,3,2,24,3,4.25,13,0.25,0,75,2,9,12.5,1.12,0.85,1.06,3,1,1,1,111192,,2,15,3,5.05,26,0.2,0,2,10,11.5,1.01,1.01,0.89,3,1,183,1,1,17
223,3,1,1,1,0,0,0,0,0,2,3,18,3,4.75,13,0.25,0,30,2,6,16,,,,3,2,2,1,121892,2,3,20,3,5.05,28,0.25,0,2,7,15,1.01,1.01,0.94,3,2,184,0,1,21
223,3,1,1,1,0,0,0,0,0,2,3,18,3,4.75,13,0.25,0,30,2,6,16,,,,3,2,2,1,121892,2,3,20,3,5.05,28,0.25,0,2,7,15,1.01,1.01,0.94,3,2,184,1,1,23
225,3,1,1,1,0,0,0,0,0,0,3,27,3,4.75,13,0.2,0,25,2,6,17,1.06,0.91,0.91,6,3,1,1,111192,,12,25,4,5.05,4,0.1,0,2,6,17,1.01,1.01,0.94,5,3,185,0,1,30
225,3,1,1,1,0,0,0,0,0,0,3,27,3,4.75,13,0.2,0,25,2,6,17,1.06,0.91,0.91,6,3,1,1,111192,,12,25,4,5.05,4,0.1,0,2,6,17,1.01,1.01,0.94,5,3,185,1,1,37
226,4,0,1,1,0,0,0,0,0,0,0,22,2,4.25,13,0.25,0,60,1,10.5,11.5,0.95,0.71,0.95,2,2,1,1,111792,1,0,26,2,5.3,52,0.15,0,1,10.5,10.5,1,0.85,0.94,2,2,186,0,1,22
226,4,0,1,1,0,0,0,0,0,0,0,22,2,4.25,13,0.25,0,60,1,10.5,11.5,0.95,0.71,0.95,2,2,1,1,111792,1,0,26,2,5.3,52,0.15,0,1,10.5,10.5,1,0.85,0.94,2,2,186,1,1,26
228,4,0,1,1,0,0,0,0,0,0,3,28.5,3,4.5,13,0.2,1,20,3,10.5,12.5,0.95,0.86,0.95,2,2,1,1,111392,,11,19,3,5.05,,,0,1,10.5,12.5,1,0.84,0.89,2,,187,0,1,31.5
228,4,0,1,1,0,0,0,0,0,0,3,28.5,3,4.5,13,0.2,1,20,3,10.5,12.5,0.95,0.86,0.95,2,2,1,1,111392,,11,19,3,5.05,,,0,1,10.5,12.5,1,0.84,0.89,2,,187,1,1,30
229,1,0,1,0,0,1,0,0,0,2,3,40,3,4.5,26,0.1,0,30,2,8.5,13.5,0.95,0.95,1.06,5,4,1,1,111692,,22,11,3,5.5,26,0.15,1,2,8.5,13.5,1.01,0.94,0.94,4,3,188,0,1,43
229,1,0,1,0,0,1,0,0,0,2,3,40,3,4.5,26,0.1,0,30,2,8.5,13.5,0.95,0.95,1.06,5,4,1,1,111692,,22,11,3,5.5,26,0.15,1,2,8.5,13.5,1.01,0.94,0.94,4,3,188,1,1,33
230,1,0,1,0,0,1,0,0,0,0,0,25,3,4.25,26,0.1,0,60,1,7,17,1.02,0.95,0.95,3,2,1,1,111692,,15,17,3,5.05,26,0.18,0,1,7,17,1.05,0.94,0.94,3,2,189,0,1,25
230,1,0,1,0,0,1,0,0,0,0,0,25,3,4.25,26,0.1,0,60,1,7,17,1.02,0.95,0.95,3,2,1,1,111692,,15,17,3,5.05,26,0.18,0,1,7,17,1.05,0.94,0.94,3,2,189,1,1,32
232,1,0,1,0,0,1,0,0,0,3,18,6,3,4.75,26,0.12,1,46,3,7,16,1.06,0.95,0.95,3,3,1,1,111892,3,18,10,4,5.05,13,0.25,0,2,7,15,1.05,0.95,0.95,3,2,190,0,1,24
232,1,0,1,0,0,1,0,0,0,3,18,6,3,4.75,26,0.12,1,46,3,7,16,1.06,0.95,0.95,3,3,1,1,111892,3,18,10,4,5.05,13,0.25,0,2,7,15,1.05,0.95,0.95,3,2,190,1,1,28
233,1,0,1,0,0,1,0,0,0,0,19,7,3,4.65,13,0.32,0,10,2,7,16,1.17,0.95,0.95,2,2,1,1,111092,,15,7,3,5.05,26,0.25,0,2,7,16,1.05,0.94,0.94,2,2,191,0,1,26
233,1,0,1,0,0,1,0,0,0,0,19,7,3,4.65,13,0.32,0,10,2,7,16,1.17,0.95,0.95,2,2,1,1,111092,,15,7,3,5.05,26,0.25,0,2,7,16,1.05,0.94,0.94,2,2,191,1,1,22
234,1,0,1,0,0,1,0,0,0,2,0,10,3,5,26,,0,0,2,7,16,1.12,,0.49,2,2,1,1,111892,2,10,4,3,5.05,26,,0,2,7,16,1.04,1.01,0.58,3,2,192,0,1,10
234,1,0,1,0,0,1,0,0,0,2,0,10,3,5,26,,0,0,2,7,16,1.12,,0.49,2,2,1,1,111892,2,10,4,3,5.05,26,,0,2,7,16,1.04,1.01,0.58,3,2,192,1,1,14
236,1,0,1,0,0,1,0,0,0,3,0,34,4,,17,,0,95,1,7,17,1.18,1.02,1.06,4,3,1,1,111792,2,23,22,4,5.05,8,0.28,1,1,7,18,1.1,1.01,0.99,4,3,193,0,1,34
236,1,0,1,0,0,1,0,0,0,3,0,34,4,,17,,0,95,1,7,17,1.18,1.02,1.06,4,3,1,1,111792,2,23,22,4,5.05,8,0.28,1,1,7,18,1.1,1.01,0.99,4,3,193,1,1,45
237,1,0,1,0,0,1,0,0,0,2,12,11,4,4.25,13,0.25,0,50,2,7,16,1.11,0.95,1.01,2,2,1,1,110992,,9,17,4,5.05,4,0.2,0,2,7,15.5,0.94,0.94,1,2,2,194,0,1,23
237,1,0,1,0,0,1,0,0,0,2,12,11,4,4.25,13,0.25,0,50,2,7,16,1.11,0.95,1.01,2,2,1,1,110992,,9,17,4,5.05,4,0.2,0,2,7,15.5,0.94,0.94,1,2,2,194,1,1,26
238,2,1,1,0,0,1,0,0,0,2,0,22,3,4.75,9,0.12,0,100,1,11,12,1.06,1.02,2.34,5,3,1,1,111192,,25,15,5,5.05,13,0.25,1,1,11,12,1.05,1.05,2.32,5,3,195,0,1,22
238,2,1,1,0,0,1,0,0,0,2,0,22,3,4.75,9,0.12,0,100,1,11,12,1.06,1.02,2.34,5,3,1,1,111192,,25,15,5,5.05,13,0.25,1,1,11,12,1.05,1.05,2.32,5,3,195,1,1,40
239,2,0,1,0,0,1,0,0,0,1,15,4,3,4.25,13,0.25,0,35,1,10.5,13.5,1.05,0.95,2.74,5,3,1,1,111292,,0,19,2,5.05,26,0.28,0,1,10.5,12.5,1.05,0.84,2.32,5,3,196,0,1,19
239,2,0,1,0,0,1,0,0,0,1,15,4,3,4.25,13,0.25,0,35,1,10.5,13.5,1.05,0.95,2.74,5,3,1,1,111292,,0,19,2,5.05,26,0.28,0,1,10.5,12.5,1.05,0.84,2.32,5,3,196,1,1,19
240,3,1,1,0,0,1,0,0,0,0,15,35,3,5.1,26,0.25,0,20,2,6,17,1.18,1.02,1.06,6,4,1,1,111692,1,15,15,3,5.05,26,0.15,0,2,6,17,1.1,1,1.05,6,4,197,0,1,50
240,3,1,1,0,0,1,0,0,0,0,15,35,3,5.1,26,0.25,0,20,2,6,17,1.18,1.02,1.06,6,4,1,1,111692,1,15,15,3,5.05,26,0.15,0,2,6,17,1.1,1,1.05,6,4,197,1,1,30
242,3,1,1,0,0,1,0,0,0,0,25,10,3,5.25,13,0.25,1,0,2,6,17,1.1,1.02,1.06,5,4,1,1,111192,,12,10,3,5.05,8,0.2,1,2,7,16,1.11,1.06,1.05,6,4,198,0,1,35
242,3,1,1,0,0,1,0,0,0,0,25,10,3,5.25,13,0.25,1,0,2,6,17,1.1,1.02,1.06,5,4,1,1,111192,,12,10,3,5.05,8,0.2,1,2,7,16,1.11,1.06,1.05,6,4,198,1,1,22
243,3,1,1,0,0,1,0,0,0,0,7,25,3,4.5,8,0.25,0,40,2,6,16.5,1.07,1.02,0.74,6,3,1,1,111192,,7,22,3,5.05,26,0.1,0,2,7,15.5,1.11,1.06,1.05,6,2,199,0,1,32
243,3,1,1,0,0,1,0,0,0,0,7,25,3,4.5,8,0.25,0,40,2,6,16.5,1.07,1.02,0.74,6,3,1,1,111192,,7,22,3,5.05,26,0.1,0,2,7,15.5,1.11,1.06,1.05,6,2,199,1,1,29
244,3,1,1,0,0,1,0,0,0,3,12,30,3,4.25,4,0.25,0,40,2,6,18,1.17,1.12,1.02,4,3,1,1,111192,,16,12,6,5.05,26,0.25,0,2,7,17,1.11,1.12,1.05,5,3,200,0,1,42
244,3,1,1,0,0,1,0,0,0,3,12,30,3,4.25,4,0.25,0,40,2,6,18,1.17,1.12,1.02,4,3,1,1,111192,,16,12,6,5.05,26,0.25,0,2,7,17,1.11,1.12,1.05,5,3,200,1,1,28
245,3,0,1,0,0,1,0,0,0,3,15,8,3,5.5,,,0,0,1,8.5,13.5,1.2,1.02,1.02,4,2,1,1,111792,3,8,12,4,5.05,26,,0,1,8.5,13,1.11,1.11,1.05,5,1,201,0,1,23
245,3,0,1,0,0,1,0,0,0,3,15,8,3,5.5,,,0,0,1,8.5,13.5,1.2,1.02,1.02,4,2,1,1,111792,3,8,12,4,5.05,26,,0,1,8.5,13,1.11,1.11,1.05,5,1,201,1,1,20
247,4,0,1,0,0,1,0,0,0,3,0,40,4,4.5,13,0.1,0,75,2,10.5,15.5,1.06,1.05,1.06,2,2,2,1,121792,7,0,40,4,5.05,,,1,2,10.5,15.5,1.11,1.09,2.07,2,2,202,0,1,40
247,4,0,1,0,0,1,0,0,0,3,0,40,4,4.5,13,0.1,0,75,2,10.5,15.5,1.06,1.05,1.06,2,2,2,1,121792,7,0,40,4,5.05,,,1,2,10.5,15.5,1.11,1.09,2.07,2,2,202,1,1,40
248,4,0,1,0,0,1,0,0,0,2,8,16,6,4.75,13,0.37,0,,2,10,16,1.17,0.95,0.85,2,2,1,1,111392,,10,14,6,5.05,26,0.25,0,2,10,16,1.37,0.95,2.03,2,1,203,0,1,24
248,4,0,1,0,0,1,0,0,0,2,8,16,6,4.75,13,0.37,0,,2,10,16,1.17,0.95,0.85,2,2,1,1,111392,,10,14,6,5.05,26,0.25,0,2,10,16,1.37,0.95,2.03,2,1,203,1,1,24
249,1,0,1,1,0,0,0,0,1,1,6,6,4,4.37,4,0.25,0,63,1,7,15,1.13,1.06,0.95,3,2,1,1,110992,,10,12,3,5.05,4,0.1,0,1,7,15,1.01,1.01,0.94,3,2,204,0,1,12
249,1,0,1,1,0,0,0,0,1,1,6,6,4,4.37,4,0.25,0,63,1,7,15,1.13,1.06,0.95,3,2,1,1,110992,,10,12,3,5.05,4,0.1,0,1,7,15,1.01,1.01,0.94,3,2,204,1,1,22
250,2,1,1,1,0,0,0,0,1,2,1,4,2,4.5,13,0.3,0,100,1,11,10,0.85,,,4,1,1,1,111292,,2,4,3,5.05,6,0.25,0,1,11,10,0.94,0.84,2.52,5,3,205,0,1,5
250,2,1,1,1,0,0,0,0,1,2,1,4,2,4.5,13,0.3,0,100,1,11,10,0.85,,,4,1,1,1,111292,,2,4,3,5.05,6,0.25,0,1,11,10,0.94,0.84,2.52,5,3,205,1,1,6
253,3,1,1,1,0,0,0,0,0,0,7,7,3,4.87,52,,0,,2,7,13,1.23,1.06,2.3,2,2,1,1,111192,,4,8,6,5.05,52,0.23,,2,7,16,1.23,1.11,2.28,3,2,206,0,1,14
253,3,1,1,1,0,0,0,0,0,0,7,7,3,4.87,52,,0,,2,7,13,1.23,1.06,2.3,2,2,1,1,111192,,4,8,6,5.05,52,0.23,,2,7,16,1.23,1.11,2.28,3,2,206,1,1,12
254,4,0,1,1,0,0,0,0,1,0,20,10,3,,16,,0,,1,7,16,1.06,0.86,1.06,2,2,1,1,111492,1,28,10,3,5.25,8,0.2,1,1,7,15,1,0.85,1.05,2,2,207,0,1,30
254,4,0,1,1,0,0,0,0,1,0,20,10,3,,16,,0,,1,7,16,1.06,0.86,1.06,2,2,1,1,111492,1,28,10,3,5.25,8,0.2,1,1,7,15,1,0.85,1.05,2,2,207,1,1,38
255,4,0,1,1,0,0,0,0,0,2,0,14,3,,52,0.27,1,10,1,7,14,1.01,0.79,0.85,2,2,1,1,111392,,8,12,2,,52,0.14,0,1,7,14,1,0.85,2.11,2,2,208,0,1,14
255,4,0,1,1,0,0,0,0,0,2,0,14,3,,52,0.27,1,10,1,7,14,1.01,0.79,0.85,2,2,1,1,111392,,8,12,2,,52,0.14,0,1,7,14,1,0.85,2.11,2,2,208,1,1,20
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4.25,8,0.15,0,38,2,7,16,1.06,0.92,0.9,3,3,1,1,110992,,20,18,3,5.05,13,,0,2,6,18,1.08,0.94,0.84,3,3,209,0,1,26
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4.25,8,0.15,0,38,2,7,16,1.06,0.92,0.9,3,3,1,1,110992,,20,18,3,5.05,13,,0,2,6,18,1.08,0.94,0.84,3,3,209,1,1,38
259,1,0,1,1,0,0,0,0,0,0,13,12,4,5,4,0.25,0,50,2,7.5,14.5,1.02,0.85,0.85,3,3,1,1,110992,,15,15,4,5.05,,,0,2,7.5,14.5,1.05,,0.84,3,3,210,0,1,25
259,1,0,1,1,0,0,0,0,0,0,13,12,4,5,4,0.25,0,50,2,7.5,14.5,1.02,0.85,0.85,3,3,1,1,110992,,15,15,4,5.05,,,0,2,7.5,14.5,1.05,,0.84,3,3,210,1,1,30
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4.25,4,0.17,1,100,2,7,16,1.06,0.93,0.88,4,2,1,1,110992,,4,26,5,5.05,8,0.28,0,2,7,16,1.09,0.94,0.93,3,3,211,0,1,30
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4.25,4,0.17,1,100,2,7,16,1.06,0.93,0.88,4,2,1,1,110992,,4,26,5,5.05,8,0.28,0,2,7,16,1.09,0.94,0.93,3,3,211,1,1,30
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4.25,13,0.25,0,78,2,6.5,16.5,1.06,0.95,1.06,4,4,1,1,110992,,0,22.5,3,5.05,,0.25,0,2,6.5,17.5,1.08,1.02,0.87,3,3,212,0,1,20
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4.25,13,0.25,0,78,2,6.5,16.5,1.06,0.95,1.06,4,4,1,1,110992,,0,22.5,3,5.05,,0.25,0,2,6.5,17.5,1.08,1.02,0.87,3,3,212,1,1,22.5
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4.25,13,0.25,1,60,3,7,15,1.02,0.88,0.91,2,2,2,1,121492,2,0,23,5,5.05,14,,0,2,7,16,1.05,1.11,0.94,3,3,213,0,1,10
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4.25,13,0.25,1,60,3,7,15,1.02,0.88,0.91,2,2,2,1,121492,2,0,23,5,5.05,14,,0,2,7,16,1.05,1.11,0.94,3,3,213,1,1,23
265,1,0,1,1,0,0,0,0,0,3,0,20,1,4.25,26,0.15,0,100,2,7,16,1.02,0.88,0.94,3,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,214,0,1,20
265,1,0,1,1,0,0,0,0,0,3,0,20,1,4.25,26,0.15,0,100,2,7,16,1.02,0.88,0.94,3,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,214,1,1,0
267,1,0,1,1,0,0,0,0,0,0,6.5,20,3,4.25,26,0.22,0,80,2,7,16,0.9,0.8,0.8,3,2,1,1,110992,,30,25,5,5.05,26,0.2,0,3,7,16,1.05,0.88,0.91,3,2,215,0,1,26.5
267,1,0,1,1,0,0,0,0,0,0,6.5,20,3,4.25,26,0.22,0,80,2,7,16,0.9,0.8,0.8,3,2,1,1,110992,,30,25,5,5.05,26,0.2,0,3,7,16,1.05,0.88,0.91,3,2,215,1,1,55
268,1,1,1,1,0,0,0,0,0,1,10,18,4,5,26,0.17,1,0,2,7,15,1.02,0.85,0.85,5,4,1,1,110992,,0,42.5,2,5.05,26,0.25,1,2,7,15,0.94,0.78,0.84,4,4,216,0,1,28
268,1,1,1,1,0,0,0,0,0,1,10,18,4,5,26,0.17,1,0,2,7,15,1.02,0.85,0.85,5,4,1,1,110992,,0,42.5,2,5.05,26,0.25,1,2,7,15,0.94,0.78,0.84,4,4,216,1,1,42.5
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4.45,13,0.12,0,33,2,11,10,0.95,0.69,1.5,4,3,1,1,111892,3,10,3,4,5.05,26,0.17,0,2,11,11,0.94,0.73,2.32,4,3,217,0,1,12
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4.45,13,0.12,0,33,2,11,10,0.95,0.69,1.5,4,3,1,1,111892,3,10,3,4,5.05,26,0.17,0,2,11,11,0.94,0.73,2.32,4,3,217,1,1,13
271,2,1,1,1,0,0,0,0,0,3,0,13,2,5,13,0.1,0,38,2,11,11,1.02,0.79,2.34,4,2,1,1,111792,1,0,15,3,5.05,8,0.1,0,2,11,12,0.9,0.73,2.28,4,3,218,0,1,13
271,2,1,1,1,0,0,0,0,0,3,0,13,2,5,13,0.1,0,38,2,11,11,1.02,0.79,2.34,4,2,1,1,111792,1,0,15,3,5.05,8,0.1,0,2,11,12,0.9,0.73,2.28,4,3,218,1,1,15
272,2,1,1,1,0,0,0,0,0,4,4,11,3,5.05,4,0.2,0,0,1,11,11,0.95,0.74,2.34,4,2,1,1,111492,1,2,14,3,5.25,26,0.2,0,2,11,12,0.94,0.73,2.32,4,3,219,0,1,15
272,2,1,1,1,0,0,0,0,0,4,4,11,3,5.05,4,0.2,0,0,1,11,11,0.95,0.74,2.34,4,2,1,1,111492,1,2,14,3,5.25,26,0.2,0,2,11,12,0.94,0.73,2.32,4,3,219,1,1,16
273,2,1,1,1,0,0,0,0,0,0,2,14,4,4.62,13,0.2,0,95,1,11,10,0.95,0.74,2.34,4,3,1,1,111792,2,2,11,3,5.05,6,0.18,0,1,11,10,0.95,0.74,2.32,4,3,220,0,1,16
273,2,1,1,1,0,0,0,0,0,0,2,14,4,4.62,13,0.2,0,95,1,11,10,0.95,0.74,2.34,4,3,1,1,111792,2,2,11,3,5.05,6,0.18,0,1,11,10,0.95,0.74,2.32,4,3,220,1,1,13
274,2,1,1,1,0,0,0,0,0,0,0,15,2,5.5,26,0.12,0,27,2,11,10,0.91,0.74,2.34,4,3,1,1,111392,,3,7,3,5.05,26,0.2,0,1,11,11,,,2.32,,,221,0,1,15
274,2,1,1,1,0,0,0,0,0,0,0,15,2,5.5,26,0.12,0,27,2,11,10,0.91,0.74,2.34,4,3,1,1,111392,,3,7,3,5.05,26,0.2,0,1,11,11,,,2.32,,,221,1,1,10
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4.25,9,0.25,0,38,2,11,11,0.95,0.79,2.34,4,3,1,1,111492,2,1,8,2,5.05,13,0.39,0,1,11,10.5,0.94,0.73,2.32,4,2,222,0,1,8
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4.25,9,0.25,0,38,2,11,11,0.95,0.79,2.34,4,3,1,1,111492,2,1,8,2,5.05,13,0.39,0,1,11,10.5,0.94,0.73,2.32,4,2,222,1,1,9
276,2,1,1,1,0,0,0,0,0,3,5,10,3,5,26,0.25,0,0,2,11,10.5,0.95,0.74,2.19,4,3,1,1,111392,,5,15,3,5.05,26,0.28,0,3,11,12,0.95,0.73,2.32,5,3,223,0,1,15
276,2,1,1,1,0,0,0,0,0,3,5,10,3,5,26,0.25,0,0,2,11,10.5,0.95,0.74,2.19,4,3,1,1,111392,,5,15,3,5.05,26,0.28,0,3,11,12,0.95,0.73,2.32,5,3,223,1,1,20
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4.25,9,0.25,0,10,3,11,10,0.95,0.85,2.34,3,3,1,1,111492,1,1,14,3,5.05,,,0,1,11,10,0.94,0.73,2.32,3,3,224,0,1,17
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4.25,9,0.25,0,10,3,11,10,0.95,0.85,2.34,3,3,1,1,111492,1,1,14,3,5.05,,,0,1,11,10,0.94,0.73,2.32,3,3,224,1,1,15
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4.25,3,0.25,0,43,2,11,10,0.95,0.74,2.19,4,3,1,1,111392,,0,9,4,5.05,,,0,1,11,11,0.95,0.73,2.32,5,3,225,0,1,7
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4.25,3,0.25,0,43,2,11,10,0.95,0.74,2.19,4,3,1,1,111392,,0,9,4,5.05,,,0,1,11,11,0.95,0.73,2.32,5,3,225,1,1,9
282,3,1,1,1,0,0,0,0,0,2,2,14,3,4.25,13,0.13,0,25,2,6,16,1.06,0.91,0.79,4,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,226,0,1,16
282,3,1,1,1,0,0,0,0,0,2,2,14,3,4.25,13,0.13,0,25,2,6,16,1.06,0.91,0.79,4,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,226,1,1,0
284,3,1,1,1,0,0,0,0,0,1,5,23,4,4.5,13,0.25,1,88,2,6,16,1.02,0.91,0.91,5,4,1,1,111692,1,6,12,3,5.05,26,0.28,0,2,6,16,1.01,1.01,0.94,4,3,227,0,1,28
284,3,1,1,1,0,0,0,0,0,1,5,23,4,4.5,13,0.25,1,88,2,6,16,1.02,0.91,0.91,5,4,1,1,111692,1,6,12,3,5.05,26,0.28,0,2,6,16,1.01,1.01,0.94,4,3,227,1,1,18
285,3,1,1,1,0,0,0,0,0,1,3,25,3,4.75,4,0.25,0,70,2,6,16,1.02,0.91,0.8,4,2,1,1,111292,,3,15,3,5.05,52,0.13,0,2,6,16,1.01,1.01,1.01,4,2,228,0,1,28
285,3,1,1,1,0,0,0,0,0,1,3,25,3,4.75,4,0.25,0,70,2,6,16,1.02,0.91,0.8,4,2,1,1,111292,,3,15,3,5.05,52,0.13,0,2,6,16,1.01,1.01,1.01,4,2,228,1,1,18
286,3,1,1,1,0,0,0,0,0,4,1,15,3,4.75,13,0.25,0,66,2,10,11.5,1.12,,0.95,2,1,1,1,111692,1,2,15,3,5.05,26,0.18,0,2,10,11.5,1.02,1.01,0.94,2,1,229,0,1,16
